schoolid,schoolname,CalendarYear,TotalJD,HispanicJD,AmIndianJD,AsianJD,BlackJD,NatHawJD,TwoorMoreJD,MinorityJD,WhiteJD,NonresalienJD,UnknownJD,MenJD,HispanicMenJD,AmIndianMenJD,AsianMenJD,BlackMenJD,NatHawMenJD,TwoorMoreMenJD,MinorityMenJD,WhiteMenJD,NonresalienMenJD,UnknownMenJD,WomenJD,HispanicWomenJD,AmIndianWomenJD,AsianWomenJD,BlackWomenJD,NatHawWomenJD,TwoorMoreWomenJD,MinorityWomenJD,WhiteWomenJD,NonresalienWomenJD,UnknownWomenJD,TotalFTJD,FTHispanicJD,FTAmIndJD,FTAsianJD,FTBlackJD,FTNatHawJD,FTTwoorMoreJD,FTMinorityJD,FTWhiteJD,FTNonresalienJD,FTUnknownJD,TotalPTJD,PTHispanicJD,PTAmIndJD,PTAsianJD,PTBlackJD,PTNatHawJD,PTTwoorMoreJD,PTMinorityJD,PTWhiteJD,PTNonresalienJD,PTUnknownJD,AGIJD,PNRJD,AmIndianAGIJD,AmIndianPNRJD,AsianAGIJD,AsianPNRJD,BlackAGIJD,BlackPNRJD,HispanicAGIJD,HispanicPNRJD,MinorityAGIJD,MinorityPNRJD,NatHawAGIJD,NatHawPNRJD,TwoorMoreAGIJD,TwoorMorePNRJD,NonresalienAGIJD,NonresalienPNRJD,UnknownAGIJD,UnknownPNRJD,WhiteAGIJD,WhitePNRJD,TotalJD1,HispanicJD1,AmIndianJD1,AsianJD1,BlackJD1,NatHawJD1,TwoorMoreJD1,MinorityJD1,WhiteJD1,NonresalienJD1,UnknownJD1,AmIndianMenJD1,AmIndianAGIJD1,AmIndianPNRJD1,AmIndianWomenJD1,AsianMenJD1,AsianAGIJD1,AsianPNRJD1,AsianWomenJD1,BlackMenJD1,BlackAGIJD1,BlackPNRJD1,BlackWomenJD1,HispanicMenJD1,HispanicAGIJD1,HispanicPNRJD1,HispanicWomenJD1,MinorityMenJD1,MinorityAGIJD1,MinorityPNRJD1,MinorityWomenJD1,NatHawMenJD1,NatHawAGIJD1,NatHawPNRJD1,NatHawWomenJD1,NonresalienMenJD1,NonresalienAGIJD1,NonresalienPNRJD1,NonresalienWomenJD1,TwoorMoreMenJD1,TwoorMoreAGIJD1,TwoorMorePNRJD1,TwoorMoreWomenJD1,UnknownMenJD1,UnknownAGIJD1,UnknownPNRJD1,UnknownWomenJD1,WhiteMenJD1,WhiteAGIJD1,WhitePNRJD1,WhiteWomenJD1,MenJD1,AGIJD1,PNRJD1,WomenJD1,TotalJD2,AmIndianJD2,AmIndianMenJD2,AmIndianAGIJD2,AmIndianPNRJD2,AmIndianWomenJD2,AsianJD2,AsianMenJD2,AsianAGIJD2,AsianPNRJD2,AsianWomenJD2,BlackJD2,BlackMenJD2,BlackAGIJD2,BlackPNRJD2,BlackWomenJD2,HispanicJD2,HispanicMenJD2,HispanicAGIJD2,HispanicPNRJD2,HispanicWomenJD2,MinorityJD2,MinorityMenJD2,MinorityAGIJD2,MinorityPNRJD2,MinorityWomenJD2,NatHawJD2,NatHawMenJD2,NatHawAGIJD2,NatHawPNRJD2,NatHawWomenJD2,NonresalienJD2,NonresalienMenJD2,NonresalienAGIJD2,NonresalienPNRJD2,NonresalienWomenJD2,TwoorMoreJD2,TwoorMoreMenJD2,TwoorMoreAGIJD2,TwoorMorePNRJD2,TwoorMoreWomenJD2,UnknownJD2,UnknownMenJD2,UnknownAGIJD2,UnknownPNRJD2,UnknownWomenJD2,WhiteJD2,WhiteMenJD2,WhiteAGIJD2,WhitePNRJD2,WhiteWomenJD2,MenJD2,AGIJD2,PNRJD2,WomenJD2,TotalJD3,AmIndianJD3,AmIndianMenJD3,AmIndianAGIJD3,AmIndianPNRJD3,AmIndianWomenJD3,AsianJD3,AsianMenJD3,AsianAGIJD3,AsianPNRJD3,AsianWomenJD3,BlackJD3,BlackMenJD3,BlackAGIJD3,BlackPNRJD3,BlackWomenJD3,HispanicJD3,HispanicMenJD3,HispanicAGIJD3,HispanicPNRJD3,HispanicWomenJD3,MinorityJD3,MinorityMenJD3,MinorityAGIJD3,MinorityPNRJD3,MinorityWomenJD3,NatHawJD3,NatHawMenJD3,NatHawAGIJD3,NatHawPNRJD3,NatHawWomenJD3,NonresalienJD3,NonresalienMenJD3,NonresalienAGIJD3,NonresalienPNRJD3,NonresalienWomenJD3,TwoorMoreJD3,TwoorMoreMenJD3,TwoorMoreAGIJD3,TwoorMorePNRJD3,TwoorMoreWomenJD3,UnknownJD3,UnknownMenJD3,UnknownAGIJD3,UnknownPNRJD3,UnknownWomenJD3,WhiteJD3,WhiteMenJD3,WhiteAGIJD3,WhitePNRJD3,WhiteWomenJD3,MenJD3,AGIJD3,PNRJD3,WomenJD3,TotalJD4,AmIndianJD4,AmIndianMenJD4,AmIndianAGIJD4,AmIndianPNRJD4,AmIndianWomenJD4,AsianJD4,AsianMenJD4,AsianAGIJD4,AsianPNRJD4,AsianWomenJD4,BlackJD4,BlackMenJD4,BlackAGIJD4,BlackPNRJD4,BlackWomenJD4,HispanicJD4,HispanicMenJD4,HispanicAGIJD4,HispanicPNRJD4,HispanicWomenJD4,MinorityJD4,MinorityMenJD4,MinorityAGIJD4,MinorityPNRJD4,MinorityWomenJD4,NatHawJD4,NatHawMenJD4,NatHawAGIJD4,NatHawPNRJD4,NatHawWomenJD4,NonresalienJD4,NonresalienMenJD4,NonresalienAGIJD4,NonresalienPNRJD4,NonresalienWomenJD4,TwoorMoreJD4,TwoorMoreMenJD4,TwoorMoreAGIJD4,TwoorMorePNRJD4,TwoorMoreWomenJD4,UnknownJD4,UnknownMenJD4,UnknownAGIJD4,UnknownPNRJD4,UnknownWomenJD4,WhiteJD4,WhiteMenJD4,WhiteAGIJD4,WhitePNRJD4,WhiteWomenJD4,MenJD4,AGIJD4,PNRJD4,WomenJD4
00251800,University of Missouri-Kansas City,2024,406,28,4,6,14,1,18,71,316,,19,205,14,4,3,4,1,6,32,158,,15,201,14,0,3,10,0,12,39,158,,4,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,151,10,0,3,3,1,4,21,118,,12,0,0,0,0,2,0,0,1,2,0,0,1,6,0,0,4,13,0,0,8,1,0,0,0,,,,,2,0,0,2,10,0,0,2,55,0,0,63,78,0,0,73,130,1,1,0,0,0,3,1,0,0,2,5,1,0,0,4,7,4,0,0,3,23,9,0,0,14,0,0,0,0,0,,,,,,7,2,0,0,5,6,5,0,0,1,101,49,0,0,52,63,0,0,67,125,3,3,0,0,0,0,0,0,0,0,6,1,0,0,5,11,4,0,0,7,27,10,0,0,17,0,0,0,0,0,,,,,,7,2,0,0,5,1,0,0,0,1,97,54,0,0,43,64,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00252000,Washington University,2024,781,57,0,174,61,1,32,325,440,,16,358,23,0,72,20,0,20,135,211,,12,409,34,0,98,41,1,11,185,220,,4,,,,,,,,,,,,,,,,,,,,,,,6,8,0,0,0,4,0,0,0,0,0,5,0,0,0,1,,,0,0,6,3,244,16,0,74,18,0,8,116,128,,0,0,0,0,0,32,0,4,38,4,0,0,14,6,0,0,10,49,0,4,63,0,0,0,0,,,,,7,0,0,1,0,0,0,0,62,0,3,63,111,0,7,126,263,0,0,0,0,0,54,29,0,0,25,25,11,0,0,14,19,11,0,0,8,114,58,0,1,55,0,0,0,0,0,,,,,,16,7,0,1,8,10,7,0,0,3,139,74,4,0,61,139,4,1,119,274,0,0,0,0,0,46,11,0,0,35,18,5,0,0,13,22,6,0,0,16,95,28,0,0,67,1,0,0,0,1,,,,,,8,6,0,0,2,6,5,0,0,1,173,75,2,0,96,108,2,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00253600,University of Montana,2024,269,16,9,4,4,0,18,51,213,,5,129,8,2,1,0,0,7,18,106,,5,139,8,6,3,4,0,11,32,107,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,94,5,1,1,1,0,8,16,76,,2,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,3,5,0,0,11,0,0,0,0,,,,,3,0,0,5,2,0,0,0,41,0,0,35,48,0,0,46,90,1,0,0,0,1,3,1,0,0,2,2,0,0,0,2,8,4,0,0,4,19,8,0,0,11,0,0,0,0,0,,,,,,5,3,0,0,2,2,2,0,0,0,69,33,0,0,36,43,0,0,47,85,7,2,0,1,4,0,0,0,0,0,1,0,0,0,1,3,2,0,0,1,16,5,0,1,10,0,0,0,0,0,,,,,,5,1,0,0,4,1,1,0,0,0,68,32,0,0,36,38,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00254200,Creighton University,2024,384,59,1,8,23,4,17,112,268,,4,188,22,1,3,8,3,8,45,141,,2,195,37,0,5,14,1,9,66,127,,2,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,0,0,0,0,153,23,0,3,11,1,7,45,104,,4,0,0,0,0,1,0,0,2,4,0,0,7,8,0,0,15,18,0,0,27,0,0,0,1,,,,,5,0,0,2,2,0,0,2,56,0,0,48,76,0,0,77,116,1,1,0,0,0,2,0,0,0,2,5,0,1,0,4,23,11,0,0,12,38,16,1,0,21,3,3,0,0,0,,,,,,4,1,0,0,3,0,0,0,0,0,78,41,0,0,37,57,1,0,58,115,0,0,0,0,0,3,2,0,0,1,7,4,0,0,3,13,3,0,0,10,29,11,0,0,18,0,0,0,0,0,,,,,,6,2,0,0,4,0,0,0,0,0,86,44,0,0,42,55,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00256500,University of Nebraska,2024,444,44,4,18,13,2,5,86,349,,9,231,23,4,6,4,0,4,41,182,,8,213,21,0,12,9,2,1,45,167,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,155,11,1,10,7,0,0,29,124,,2,1,0,0,0,3,0,0,7,2,0,0,5,4,0,0,7,10,0,0,19,0,0,0,0,,,,,0,0,0,0,2,0,0,0,53,0,0,71,65,0,0,90,143,1,1,0,0,0,4,2,0,0,2,5,2,0,0,3,18,11,0,0,7,30,16,0,0,14,1,0,0,0,1,,,,,,1,0,0,0,1,3,3,0,0,0,110,64,0,0,46,83,0,0,60,146,2,2,0,0,0,4,1,0,0,3,1,0,0,0,1,15,8,0,0,7,27,15,0,0,12,1,0,0,0,1,,,,,,4,4,0,0,0,4,3,0,0,1,115,65,0,0,50,83,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00256900,University of Nevada - Las Vegas,2024,416,82,5,36,19,1,34,177,221,,18,192,34,4,11,5,1,10,65,123,,4,214,46,1,24,13,0,24,108,94,,12,,,,,,,,,,,,,,,,,,,,,,,4,6,0,0,1,0,0,1,0,2,1,3,0,0,0,0,,,0,2,3,1,135,26,3,11,7,0,7,54,74,,7,2,0,0,1,4,1,0,6,2,0,0,5,13,0,1,12,24,1,1,28,0,0,0,0,,,,,3,0,0,4,0,0,1,6,40,3,1,30,64,4,3,64,149,1,1,0,0,0,16,4,0,0,12,9,2,0,1,6,30,9,0,1,20,67,19,0,2,46,0,0,0,0,0,,,,,,11,3,0,0,8,7,2,0,1,4,75,45,0,0,30,66,0,3,80,127,1,1,0,0,0,8,3,0,0,5,3,1,0,0,2,25,12,0,0,13,53,22,0,0,31,1,0,0,0,0,,,,,,15,4,0,0,11,4,2,0,0,2,70,36,0,0,34,60,0,0,67,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,0,1,0,0,0,,,,,,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,0,3
00258903,University of New Hampshire,2024,657,59,0,59,24,0,15,157,451,,49,337,32,0,30,9,0,7,78,228,,31,320,27,0,29,15,0,8,79,223,,18,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,331,37,0,37,12,0,8,94,204,,33,0,0,0,0,18,0,0,19,5,0,0,7,18,0,0,19,46,0,0,48,0,0,0,0,,,,,5,0,0,3,22,0,0,11,99,0,0,105,167,0,0,164,168,0,0,0,0,0,12,5,0,0,7,4,3,0,0,1,11,9,0,0,2,30,17,0,0,13,0,0,0,0,0,,,,,,3,0,0,0,3,10,4,0,0,6,128,64,0,0,64,85,0,0,83,158,0,0,0,0,0,10,7,0,0,3,8,1,0,0,7,11,5,0,0,6,33,15,0,0,18,0,0,0,0,0,,,,,,4,2,0,0,2,6,5,0,0,1,119,65,0,0,54,85,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00262900,Rutgers University,2024,1202,156,7,142,120,0,37,462,669,,71,516,53,4,50,37,0,12,156,321,,39,668,103,3,91,82,0,25,304,337,,27,,,,,,,,,,,,,,,,,,,,,,,10,8,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,1,4,7,4,390,62,2,52,46,0,21,183,193,,14,2,0,0,0,21,0,0,31,12,0,0,34,25,0,0,37,63,0,0,120,0,0,0,0,,,,,3,0,0,18,8,0,1,5,93,4,2,94,164,4,3,219,387,0,0,0,0,0,46,13,0,0,33,41,11,1,0,29,40,11,0,0,29,139,41,1,0,97,0,0,0,0,0,,,,,,12,6,0,0,6,15,7,1,2,5,233,105,3,1,124,153,5,3,226,360,3,1,0,0,2,39,15,0,0,24,23,10,0,0,13,47,13,0,0,34,116,42,0,0,74,0,0,0,0,0,,,,,,4,3,0,0,1,37,23,0,1,13,207,105,0,1,101,170,0,2,188,65,2,1,0,0,1,5,1,1,0,3,10,4,0,0,6,7,4,0,0,3,24,10,1,0,13,0,0,0,0,0,,,,,,0,0,0,0,0,5,1,0,0,4,36,18,0,0,18,29,1,0,35
00263201,Seton Hall University,2024,761,112,0,93,39,0,21,265,467,,29,359,37,0,34,14,0,9,94,249,,16,400,75,0,59,25,0,12,171,217,,12,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,289,40,0,47,14,0,8,109,167,,13,0,0,0,0,12,0,0,35,4,0,0,10,11,0,0,29,30,0,0,79,0,0,0,0,,,,,3,0,0,5,6,0,1,6,87,0,1,79,123,0,2,164,228,0,0,0,0,0,26,11,0,0,15,6,2,0,0,4,41,19,0,0,22,80,34,0,0,46,0,0,0,0,0,,,,,,7,2,0,0,5,6,4,0,0,2,142,79,0,0,63,117,0,0,111,205,0,0,0,0,0,15,8,0,0,7,18,7,0,0,11,29,7,0,0,22,68,26,0,0,42,0,0,0,0,0,,,,,,6,4,0,0,2,5,2,0,0,3,132,70,0,0,62,98,0,0,107,39,0,0,0,0,0,5,3,0,0,2,1,1,0,0,0,2,0,0,0,2,8,4,0,0,4,0,0,0,0,0,,,,,,0,0,0,0,0,5,4,0,0,1,26,13,0,0,13,21,0,0,18
00266300,University of New Mexico,2024,290,124,11,8,11,0,10,164,114,,12,127,55,3,2,5,0,6,71,51,,5,159,67,8,6,6,0,4,91,62,,6,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,0,1,1,0,99,44,5,2,2,0,5,58,36,,5,2,0,0,3,1,0,0,1,1,0,0,1,18,1,0,25,24,1,0,33,0,0,0,0,,,,,2,0,0,3,3,0,1,1,11,1,0,24,38,2,1,58,90,3,1,0,0,2,5,1,0,0,4,5,2,0,0,3,37,21,0,0,16,52,27,0,0,25,0,0,0,0,0,,,,,,2,2,0,0,0,4,1,0,0,3,34,14,0,0,20,42,0,0,48,101,3,0,0,0,3,1,0,0,0,1,4,2,0,0,2,43,16,0,1,26,54,20,0,1,33,0,0,0,0,0,,,,,,3,2,0,0,1,3,1,0,0,2,44,26,0,0,18,47,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00267700,Brooklyn Law School,2024,1114,153,0,167,59,0,30,409,650,,55,420,56,0,50,16,0,12,134,264,,22,675,97,0,116,42,0,16,271,375,,29,,,,,,,,,,,,,,,,,,,,,,,13,6,0,0,1,0,1,0,0,0,3,1,0,0,1,1,,,0,4,10,1,387,56,0,57,21,0,14,148,209,,30,0,0,0,0,23,0,0,34,5,1,0,15,21,0,0,35,55,1,0,92,0,0,0,0,,,,,6,0,0,8,14,0,2,14,91,3,0,115,160,4,2,221,352,0,0,0,0,0,56,14,1,0,41,19,4,0,0,15,45,17,0,0,28,127,37,2,1,87,0,0,0,0,0,,,,,,7,2,1,1,3,9,3,0,1,5,216,71,4,0,141,111,6,2,233,355,0,0,0,0,0,48,12,0,0,36,17,6,0,0,11,50,18,0,0,32,123,40,0,0,83,0,0,0,0,0,,,,,,8,4,0,0,4,15,5,0,1,9,217,99,3,1,114,144,3,2,206,20,0,0,0,0,0,6,1,0,0,5,2,1,0,0,1,2,0,0,0,2,11,2,0,0,9,0,0,0,0,0,,,,,,1,0,0,0,1,1,0,0,0,1,8,3,0,0,5,5,0,0,15
00270711,Columbia University,2024,1353,141,3,393,147,0,16,700,552,,101,608,62,1,156,64,0,4,287,274,,47,694,73,2,227,79,0,12,393,258,,43,,,,,,,,,,,,,,,,,,,,,,,0,51,0,0,0,10,0,4,0,6,0,20,0,0,0,0,,,0,11,0,20,398,36,0,139,42,0,15,232,137,,29,0,0,0,0,50,0,4,85,15,0,2,25,9,0,1,26,77,0,7,148,0,0,0,0,,,,,3,0,0,12,13,0,3,13,74,0,5,58,164,0,15,219,486,1,0,0,0,1,130,50,0,4,76,52,24,0,2,26,55,27,0,1,27,239,102,0,7,130,0,0,0,0,0,,,,,,1,1,0,0,0,45,22,0,6,17,202,100,0,5,97,224,0,18,244,469,2,1,0,0,1,124,56,0,2,66,53,25,0,0,28,50,26,0,4,20,229,108,0,6,115,0,0,0,0,0,,,,,,0,0,0,0,0,27,12,0,2,13,213,100,0,10,103,220,0,18,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00271101,Cornell University,2024,600,69,4,86,40,0,10,209,240,,151,317,35,3,42,23,0,4,107,139,,71,279,34,1,44,17,0,6,102,98,,79,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,3,0,218,16,2,44,13,0,5,80,75,,63,2,0,0,0,20,0,0,24,11,0,0,2,6,0,0,10,40,0,0,40,0,0,0,0,,,,,1,0,0,4,32,0,0,31,44,3,0,28,116,3,0,99,194,2,1,0,0,1,22,11,0,0,11,8,5,0,0,3,30,14,0,0,16,65,33,0,0,32,0,0,0,0,0,,,,,,3,2,0,0,1,39,19,0,0,20,90,49,0,0,41,101,0,0,93,188,0,0,0,0,0,20,11,0,0,9,19,7,0,0,12,23,15,0,0,8,64,34,0,0,30,0,0,0,0,0,,,,,,2,1,0,0,1,49,20,1,0,28,75,46,0,0,29,100,1,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00272203,Fordham University,2024,1335,163,0,170,101,0,41,475,820,,40,578,64,0,54,26,0,15,159,395,,24,755,99,0,116,74,0,25,314,425,,16,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,,,0,0,0,0,439,62,0,53,21,0,13,149,263,,27,0,0,0,0,11,0,0,42,8,0,0,13,26,0,0,36,52,0,0,97,0,0,0,0,,,,,7,0,0,6,17,0,0,10,123,0,0,140,192,0,0,247,436,0,0,0,0,0,62,25,0,0,37,45,13,0,0,32,38,10,0,0,28,158,52,0,0,106,0,0,0,0,0,,,,,,13,4,0,0,9,3,1,0,0,2,275,130,0,0,145,183,0,0,253,418,0,0,0,0,0,48,16,0,0,32,30,5,0,1,24,58,27,0,0,31,150,52,0,2,96,0,0,0,0,0,,,,,,14,4,0,1,9,9,5,0,0,4,259,129,0,0,130,186,0,2,230,42,0,0,0,0,0,7,2,0,0,5,5,0,0,0,5,5,1,0,0,4,18,3,0,0,15,0,0,0,0,0,,,,,,1,0,0,0,1,1,1,0,0,0,23,13,0,0,10,17,0,0,25
00273200,Hofstra University,2024,812,100,2,54,58,1,21,236,522,,54,396,40,0,27,22,1,3,93,275,,28,414,60,2,27,36,0,18,143,247,,24,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,276,37,1,13,17,1,13,82,169,,25,0,0,0,1,8,0,0,5,7,0,0,10,14,0,0,23,33,0,0,49,1,0,0,0,,,,,3,0,0,10,13,0,0,12,88,0,0,81,134,0,0,142,261,0,0,0,0,0,18,6,0,0,12,21,9,0,0,12,28,10,0,0,18,69,25,0,0,44,0,0,0,0,0,,,,,,2,0,0,0,2,12,6,0,2,4,180,89,0,0,91,120,0,2,139,260,1,0,0,0,1,23,13,0,0,10,16,5,0,0,11,35,16,0,0,19,81,34,0,0,47,0,0,0,0,0,,,,,,6,0,0,0,6,13,8,0,0,5,166,93,0,0,73,135,0,0,125,15,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,,,,,,0,0,0,0,0,4,1,0,0,3,7,5,0,0,2,7,0,0,8
00278300,New York Law School,2024,1057,150,0,101,48,0,37,336,664,,57,374,58,0,28,9,0,13,108,243,,23,670,90,0,72,39,0,24,225,413,,32,,,,,,,,,,,,,,,,,,,,,,,4,9,0,0,0,1,0,0,1,1,1,2,0,0,0,0,,,0,2,3,5,389,73,0,40,21,0,13,147,228,,14,0,0,0,0,11,0,0,29,5,0,0,16,28,1,0,44,50,1,0,96,0,0,0,0,,,,,6,0,0,7,7,0,0,7,91,3,0,134,148,4,0,237,324,0,0,0,0,0,27,3,0,1,23,15,3,0,0,12,42,17,0,1,24,96,25,0,2,69,0,0,0,0,0,,,,,,12,2,0,0,10,20,7,0,1,12,208,77,0,2,129,109,0,5,210,309,0,0,0,0,0,33,14,0,0,19,9,1,0,0,8,29,12,0,0,17,83,32,0,0,51,0,0,0,0,0,,,,,,12,5,0,0,7,22,9,0,1,12,204,69,0,3,132,110,0,4,195,35,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,6,1,0,0,5,10,1,0,0,9,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,0,0,1,24,6,0,0,18,7,0,0,28
00278500,New York University,2024,1324,135,1,302,91,0,59,588,684,,52,527,48,0,91,22,0,21,182,318,,27,768,83,1,201,67,0,37,389,356,,23,,,,,,,,,,,,,,,,,,,,,,,27,2,0,0,9,1,2,0,4,0,16,1,0,0,1,0,,,2,0,9,1,436,45,0,105,29,0,11,190,233,,13,0,0,0,0,34,5,0,66,4,1,0,24,18,1,0,26,62,7,0,121,0,0,0,0,,,,,6,0,0,5,6,1,0,6,98,6,0,129,166,14,0,256,470,1,0,0,0,1,113,33,4,0,76,31,10,1,0,20,47,17,3,0,27,220,68,9,0,143,0,0,0,0,0,,,,,,28,8,1,0,19,16,6,0,0,10,234,104,3,0,127,178,12,0,280,418,0,0,0,0,0,84,24,0,1,59,31,8,0,0,23,43,13,0,0,30,178,52,0,1,125,0,0,0,0,0,,,,,,20,7,0,0,13,23,15,1,0,7,217,116,0,1,100,183,1,2,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00279102,Pace University,2024,843,96,1,51,46,0,88,282,549,,12,302,31,0,10,12,0,27,80,216,,6,541,65,1,41,34,0,61,202,333,,6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,267,30,0,18,20,0,27,95,167,,5,0,0,0,0,3,0,0,15,3,0,0,17,6,0,0,24,18,0,0,77,0,0,0,0,,,,,6,0,0,21,3,0,0,2,66,0,0,101,87,0,0,180,266,0,0,0,0,0,19,5,0,0,14,16,3,0,0,13,25,8,0,0,17,79,25,0,0,54,0,0,0,0,0,,,,,,19,9,0,0,10,2,1,0,0,1,185,70,0,0,115,96,0,0,170,260,0,0,0,0,0,12,1,0,0,11,7,4,0,0,3,31,15,0,0,16,82,28,0,0,54,0,0,0,0,0,,,,,,32,8,0,0,24,4,1,0,0,3,174,71,0,0,103,100,0,0,160,50,1,0,0,0,1,2,1,0,0,1,3,2,0,0,1,10,2,0,0,8,26,9,0,0,17,0,0,0,0,0,,,,,,10,4,0,0,6,1,1,0,0,0,23,9,0,0,14,19,0,0,31
00282300,"St. John's University",2024,765,124,0,102,55,1,33,315,440,,10,354,51,0,36,20,1,15,123,225,,6,410,73,0,66,35,0,18,192,215,,3,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,251,44,0,42,11,0,10,107,140,,4,0,0,0,0,14,0,0,28,3,0,0,8,18,0,0,26,40,0,0,67,0,0,0,0,,,,,5,0,0,5,3,0,0,1,75,0,0,65,118,0,0,133,273,0,0,0,0,0,40,11,0,0,29,16,5,0,0,11,53,19,0,0,34,120,41,0,0,79,0,0,0,0,0,,,,,,11,6,0,0,5,4,1,0,1,2,149,86,0,0,63,128,0,1,144,239,0,0,0,0,0,20,11,0,0,9,28,12,0,0,16,27,14,0,0,13,88,42,0,0,46,1,0,0,0,0,,,,,,12,4,0,0,8,2,2,0,0,0,149,62,0,0,87,106,0,0,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0
